route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000096,OCESN839563F3298466:2024-06-26T00:35:36Z,839563,1,15450,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000870,OCESN839563F3304763:2024-06-26T00:35:36Z,839563,1,15451,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001125,OCESN839563F3341684:2024-06-26T00:35:36Z,839563,1,15452,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000398,OCESN839572F3095660:2024-06-26T00:35:36Z,839572,0,15453,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001845,OCESN839572F3138010:2024-06-26T00:35:36Z,839572,0,15454,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000870,OCESN839572F3155212:2024-06-26T00:35:36Z,839572,0,15455,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000367,OCESN839573F2666871:2024-06-26T00:35:36Z,839573,1,15456,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000398,OCESN839573F3093766:2024-06-26T00:35:36Z,839573,1,15457,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000196,OCESN839573F3095661:2024-06-26T00:35:36Z,839573,1,15458,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001846,OCESN839573F3339834:2024-06-26T00:35:36Z,839573,1,15459,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001845,OCESN839574F2574429:2024-06-26T00:35:36Z,839574,0,15460,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000398,OCESN839574F3095663:2024-06-26T00:35:36Z,839574,0,15461,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000187,OCESN839574F3341692:2024-06-26T00:35:36Z,839574,0,15462,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000398,OCESN839575F3095664:2024-06-26T00:35:36Z,839575,1,15463,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001845,OCESN839575F3135808:2024-06-26T00:35:36Z,839575,1,15464,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000870,OCESN839575F3341685:2024-06-26T00:35:36Z,839575,1,15465,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000398,OCESN839576F3095666:2024-06-26T00:35:36Z,839576,0,15466,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001847,OCESN839576F3135811:2024-06-26T00:35:36Z,839576,0,15467,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000187,OCESN839576F3154691:2024-06-26T00:35:36Z,839576,0,15468,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001488,OCESN839577F3095667:2024-06-26T00:35:36Z,839577,1,15469,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000187,OCESN839577F3341687:2024-06-26T00:35:36Z,839577,1,15470,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000076,OCESN839580F2845000:2024-06-26T00:35:36Z,839580,1,15471,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001090,OCESN839580F3086518:2024-06-26T00:35:36Z,839580,1,15472,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001838,OCESN839580F3178180:2024-06-26T00:35:36Z,839580,1,15473,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000170,OCESN839580F3341688:2024-06-26T00:35:36Z,839580,1,15474,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000054,OCESN839582F3154075:2024-06-26T00:35:36Z,839582,1,15475,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000187,OCESN839584F2484419:2024-06-26T00:35:36Z,839584,1,15476,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000407,OCESN839584F2574401:2024-06-26T00:35:36Z,839584,1,15477,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000041,OCESN839584F2879578:2024-06-26T00:35:36Z,839584,1,15478,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001488,OCESN839584F2914008:2024-06-26T00:35:36Z,839584,1,15479,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000045,OCESN839584F3076852:2024-06-26T00:35:36Z,839584,1,15480,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001792,OCESN839584F3095669:2024-06-26T00:35:36Z,839584,1,15481,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001848,OCESN839584F3095670:2024-06-26T00:35:36Z,839584,1,15482,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000054,OCESN839584F3095673:2024-06-26T00:35:36Z,839584,1,15483,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001057,OCESN839584F3095674:2024-06-26T00:35:36Z,839584,1,15484,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001849,OCESN839584F3135815:2024-06-26T00:35:36Z,839584,1,15485,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000056,OCESN839584F3188837:2024-06-26T00:35:36Z,839584,1,15486,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001782,OCESN839584F3233814:2024-06-26T00:35:36Z,839584,1,15487,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000076,OCESN839586F2880441:2024-06-26T00:35:36Z,839586,0,15488,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000613,OCESN839586F3089299:2024-06-26T00:35:36Z,839586,0,15489,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000432,OCESN839586F3095676:2024-06-26T00:35:36Z,839586,0,15490,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001724,OCESN839586F3238195:2024-06-26T00:35:36Z,839586,0,15491,
